countyname,mo,crash19,fatal19,rate19,crash20,fatal20,rate20,pchange
Fairfield,June,2848,4,0.14,1807,7,0.39,175.82
Hartford,June,2361,5,0.21,1498,6,0.4,89.13
Litchfield,June,312,4,1.28,232,4,1.72,34.48
Middlesex,June,343,1,0.29,222,3,1.35,363.51
New Haven,June,2566,4,0.16,1739,8,0.46,195.11
New London,June,568,5,0.88,393,1,0.25,-71.09
Tolland,June,223,0,0,143,1,0.7,
Unknown,June,1,0,0,NA,NA,NA,
Windham,June,166,0,0,123,1,0.81,
